Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
50,24,6.92,2,0.4,3,0,0,0,0,1,0
48,22,7.83,4,2.6,3,0,0,0,0,1,0
32,8,3.58,1,2.1,3,0,0,0,0,0,1
50,25,3.5,3,1.7,2,0,0,0,0,1,0
59,33,2.83,2,0.3,1,0,0,0,0,0,0
50,26,3.25,3,1.9,2,0,0,0,0,1,0
44,19,5.83,1,0.1,2,0,0,0,0,0,0
31,5,3.25,4,1.8,3,185,0,0,0,0,1
40,10,3.67,3,2.0,3,0,0,0,0,1,0
36,12,5.75,3,3.1,2,0,1,0,0,1,0
51,25,3.67,3,0.9,3,0,0,0,0,0,0
64,40,2.67,3,0.1,3,0,0,0,0,1,0
47,22,1.25,2,0.7,3,0,0,0,0,0,0
52,28,9.83,2,6.8,1,112,0,0,0,1,0
51,26,5.17,1,1.3,2,221,0,0,0,1,0
31,5,6.83,4,2.2,2,0,0,0,0,0,0
39,14,4.5,3,3.0,1,108,0,0,0,0,1
30,6,4.0,1,2.1,3,0,0,0,0,0,0
27,1,6.17,3,0.3,3,0,0,0,0,1,0
41,16,9.42,1,1.0,3,211,0,0,0,0,1
53,27,6.75,3,1.7,2,0,0,0,0,0,0
54,27,3.58,3,1.0,2,169,0,0,0,0,0
28,4,2.83,1,1.8,2,0,0,0,0,1,0
34,9,4.0,1,2.5,3,105,0,0,0,1,0
61,37,4.5,4,1.2,2,129,0,0,0,1,1
48,24,6.25,4,1.4,2,0,0,0,0,1,0
36,11,6.0,1,2.8,1,224,0,0,0,0,0
56,31,3.25,4,0.9,1,0,0,0,0,0,0
24,1,6.25,4,0.2,1,0,0,0,0,1,0
64,38,6.58,2,2.8,1,179,0,0,0,0,0
26,2,17.08,1,6.33,1,271,0,0,0,0,1
33,8,5.42,2,0.1,1,89,0,0,0,1,0
64,39,10.17,4,0.2,1,378,1,0,0,1,0
39,15,6.83,1,0.8,2,0,0,0,0,1,0
54,30,1.75,2,0.2,1,0,0,0,0,0,1
32,6,4.17,4,2.1,3,0,0,1,1,1,1
62,37,3.25,2,2.8,1,113,0,0,1,1,1
27,2,8.42,1,1.9,1,0,0,0,0,0,0
53,28,3.42,2,0.6,3,0,0,1,0,0,0
51,25,11.0,1,0.3,1,0,0,0,0,1,0
25,1,3.58,3,2.4,2,176,0,0,0,1,0
44,20,10.92,1,4.9,3,0,1,0,0,1,0
31,5,0.92,1,0.4,2,76,0,0,0,0,1
57,32,1.75,1,0.3,3,117,0,0,0,0,0
25,1,9.08,4,2.3,3,314,0,0,0,1,0
30,6,11.75,2,4.33,1,0,0,0,0,0,0
40,14,6.75,3,0.1,1,0,0,0,0,1,0
63,38,4.5,3,2.4,1,90,0,0,0,0,1
35,10,13.67,2,7.8,1,0,0,0,0,1,0
43,19,2.33,4,0.3,1,87,0,0,0,0,0
27,2,5.67,3,2.6,3,203,0,1,0,0,0
44,14,3.67,3,2.0,3,180,0,1,1,1,1
49,23,5.08,1,1.4,3,0,0,0,0,1,1
61,36,2.92,3,1.3,2,0,0,0,0,0,1
60,34,4.5,3,0.3,2,0,0,0,0,1,1
59,34,1.17,1,0.1,1,0,0,0,0,1,1
28,3,4.33,4,2.2,1,230,0,0,0,1,0
52,28,8.42,2,0.3,1,0,0,0,0,0,0
28,2,12.42,2,7.2,1,0,0,0,0,1,0
34,8,2.92,4,0.8,1,137,0,0,1,1,1
60,34,1.75,3,0.3,3,129,0,0,0,1,0
39,15,9.83,2,1.9,1,0,0,0,0,0,1
30,5,3.17,4,2.0,2,0,0,1,0,0,0
49,25,2.0,4,0.2,1,138,0,0,0,1,0
43,18,4.92,1,3.7,3,0,0,0,0,1,0
63,33,3.42,4,1.67,3,0,0,0,0,1,0
28,3,7.08,1,0.8,2,0,0,0,0,1,1
51,27,1.0,4,1.0,1,0,0,0,0,1,0
33,7,2.67,1,0.6,3,152,0,0,0,0,0
55,29,6.58,3,0.8,1,0,0,0,0,1,0
53,28,14.58,3,3.6,3,0,1,0,1,1,1
34,8,2.33,3,0.9,1,0,0,0,0,0,0
34,9,3.42,2,0.1,1,161,0,0,0,1,1
40,14,5.83,3,2.1,1,185,0,0,0,0,0
49,25,13.42,3,6.5,2,485,1,1,1,0,0
35,9,4.42,4,2.2,2,0,0,0,0,1,0
39,15,10.67,1,3.4,1,0,0,0,0,0,0
55,28,4.17,3,1.0,2,0,0,0,0,1,1
29,5,6.67,2,2.0,2,0,0,0,0,1,1
54,30,7.75,1,2.7,2,0,0,0,0,1,0
25,1,4.0,3,0.3,3,0,0,0,0,0,1
52,28,12.42,2,6.8,1,0,0,0,0,1,0
46,19,4.08,3,2.5,2,0,0,0,0,1,1
57,33,7.33,1,2.7,2,0,0,0,0,1,0
52,22,1.83,4,0.4,3,0,0,0,0,1,1
28,3,4.58,4,2.2,1,0,0,0,0,1,1
44,18,6.0,1,0.7,3,155,0,0,0,0,0
24,1,3.17,2,1.7,2,0,0,0,0,1,0
40,16,9.5,1,3.4,1,300,0,0,0,1,0
34,4,6.92,4,4.0,3,0,0,0,0,1,0
39,14,8.42,2,0.4,1,0,0,0,0,1,1
50,24,7.83,1,4.9,1,272,0,0,0,1,0
41,17,3.33,2,2.5,1,0,0,0,1,1,1
31,7,10.67,1,6.0,1,0,0,0,0,0,0
29,3,3.25,4,2.1,3,0,0,0,0,1,0
30,5,4.25,1,1.0,1,0,0,0,0,1,0
44,20,6.58,4,2.0,3,0,0,1,1,1,1
33,7,4.0,4,2.2,2,0,0,0,0,1,0
50,26,7.08,1,0.0,1,144,0,0,0,0,0
42,18,3.42,1,1.8,1,94,0,0,0,1,0
48,22,12.67,1,3.5,3,0,1,0,0,1,0
24,2,10.42,2,7.2,1,0,0,1,0,0,1
56,31,0.92,2,0.2,3,90,0,0,0,0,0
28,4,8.58,2,2.5,1,0,0,0,0,1,1
56,30,11.75,2,0.5,1,0,0,0,0,1,0
58,32,3.17,1,1.4,1,0,0,0,0,1,1
29,5,11.25,2,0.6,1,0,0,0,0,0,0
63,38,2.33,2,0.5,2,89,0,0,0,1,0
28,3,5.83,4,2.2,1,240,0,0,0,0,1
57,31,3.42,1,0.2,1,0,0,0,0,1,1
34,8,6.75,3,0.9,2,208,0,0,0,1,0
28,3,14.17,1,0.1,3,0,1,0,0,0,0
27,2,4.58,4,1.7,2,0,0,0,0,1,0
37,11,2.0,4,1.5,3,0,0,0,0,0,0
52,28,6.75,3,1.8,2,275,0,0,0,0,0
49,23,2.67,4,1.8,1,83,0,0,0,0,0
65,40,10.75,1,1.3,1,0,0,0,0,1,1
60,35,9.0,1,0.9,1,0,0,1,0,0,0
37,12,15.0,1,8.6,1,0,0,0,0,1,1
63,37,11.58,2,6.9,1,0,0,0,0,0,0
40,14,2.75,2,1.4,3,0,0,0,0,1,1
46,20,6.17,4,2.6,3,0,0,0,0,1,0
63,37,3.5,2,0.7,3,115,0,0,0,1,0
57,27,6.08,1,3.0,3,0,0,0,0,0,0
33,8,9.58,4,2.9,2,0,1,0,0,1,0
41,17,9.5,2,1.8,2,0,0,0,0,1,0
41,17,7.67,2,1.9,1,131,0,0,0,1,0
44,19,2.83,1,0.3,3,78,0,0,0,1,0
33,6,4.5,2,1.67,2,122,0,0,0,1,0
52,28,5.33,2,1.0,3,211,0,0,0,1,0
30,6,3.5,1,0.2,3,100,0,0,0,0,1
45,19,5.83,3,2.1,1,0,0,0,0,1,0
49,24,4.25,1,1.3,2,0,0,0,0,0,0
45,19,5.92,4,2.9,1,218,0,0,1,1,1
32,7,2.92,3,1.3,1,108,0,0,0,0,1
45,18,3.33,3,1.0,2,0,0,0,0,1,0
57,32,13.75,4,2.7,3,0,1,0,0,1,0
61,31,1.5,1,1.5,3,0,0,0,0,1,1
57,31,2.67,3,1.4,1,0,0,1,1,1,1
60,35,2.92,3,0.2,1,169,0,0,0,1,0
40,16,10.0,2,6.1,1,196,0,0,0,1,0
53,28,2.58,4,0.1,3,0,0,0,0,1,0
42,16,2.92,3,1.5,1,0,0,0,0,0,0
62,36,2.67,2,0.2,3,0,0,0,0,1,1
43,18,7.08,1,3.7,3,327,0,1,0,1,0
35,10,11.58,2,7.8,1,0,0,0,0,0,0
50,24,8.58,1,0.3,1,0,0,0,0,1,0
45,21,12.67,2,1.4,1,0,0,0,0,1,0
52,27,2.75,2,2.0,2,0,0,0,0,1,0
35,9,7.0,4,2.2,2,322,0,0,0,0,0
58,33,5.08,4,1.7,1,0,0,0,0,0,0
62,38,5.33,4,2.2,1,123,0,1,1,1,1
50,25,2.83,1,1.3,2,0,0,0,0,1,0
25,1,6.83,4,2.1,3,0,0,0,0,1,0
47,22,10.17,1,5.1,3,163,1,1,0,0,0
28,4,4.83,3,1.5,1,131,0,0,0,0,0
34,9,7.67,1,2.8,1,0,0,0,0,1,0
49,23,6.5,2,2.4,2,205,0,0,0,0,1
54,29,10.75,4,4.2,3,0,1,0,0,0,0
50,25,1.08,2,0.7,3,0,0,0,0,0,0
37,11,6.75,1,2.8,3,145,0,0,0,0,0
38,8,1.92,1,0.67,3,0,0,0,0,0,0
52,26,2.92,3,0.9,3,0,0,0,0,0,0
63,39,6.58,4,1.7,2,0,0,0,0,1,1
39,14,13.75,2,3.3,1,0,0,0,0,1,0
63,38,4.33,2,2.8,1,0,0,0,0,1,0
65,41,15.42,3,2.0,2,0,1,0,0,0,0
46,20,4.08,3,2.2,2,0,0,0,0,0,0
54,30,5.33,1,1.8,3,227,0,0,0,0,1
54,24,5.08,4,2.0,3,0,0,1,0,1,0
52,26,9.33,1,2.4,1,0,0,1,1,1,1
63,39,6.0,3,2.0,3,190,0,1,0,1,0
66,41,1.5,3,0.5,1,0,0,0,0,0,0
56,29,3.42,4,2.5,2,0,0,0,0,0,0
23,1,5.08,4,2.6,1,239,0,0,0,1,0
65,41,8.75,1,3.0,2,282,1,1,1,1,0
51,27,1.92,1,0.2,1,0,0,0,0,1,0
34,10,1.83,1,0.5,3,85,0,0,0,0,0
49,23,4.92,3,2.1,1,0,0,0,0,0,0
29,2,2.75,1,2.0,2,160,0,0,0,0,0
47,23,0.92,1,0.9,3,103,0,0,0,0,1
46,21,17.0,2,2.8,1,0,0,0,0,1,0
52,27,5.08,4,1.8,3,207,0,0,0,0,0
55,31,8.58,3,1.8,2,364,0,0,0,0,0
61,36,4.25,3,1.5,1,0,0,0,0,0,1
34,9,13.67,1,6.0,3,0,1,0,0,1,0
58,34,1.0,1,0.1,2,0,0,0,0,0,1
40,16,6.83,1,3.6,2,0,0,0,0,0,0
43,17,13.67,1,2.4,1,449,0,0,0,1,0
35,8,4.0,2,1.67,2,0,0,0,0,1,0
24,1,3.17,4,0.6,2,0,0,0,0,1,0
48,22,5.42,2,1.5,2,0,0,0,0,1,0
44,20,5.92,4,1.9,1,207,0,0,0,1,0
54,30,1.5,1,0.3,1,0,0,1,1,1,0
59,34,4.33,2,1.6,3,75,0,0,0,1,0
45,18,4.0,3,2.5,2,113,0,0,0,1,1
26,2,2.5,1,1.0,3,111,0,0,0,0,0
40,15,3.33,2,2.2,3,107,0,0,0,1,0
32,7,9.33,1,3.8,1,81,0,0,0,1,0
29,4,9.58,1,1.9,1,0,0,0,0,0,0
51,27,5.25,2,1.0,3,82,0,0,0,1,0
42,17,7.08,1,3.7,3,0,0,0,0,1,0
64,38,4.92,1,2.5,3,220,0,0,0,0,0
44,20,5.67,1,0.8,3,91,0,0,0,0,0
37,11,7.0,2,1.8,1,0,0,0,0,1,1
44,19,5.17,3,0.8,3,0,0,0,0,0,1
35,9,9.08,3,4.0,1,0,1,0,0,0,0
41,17,11.75,2,7.6,1,92,0,0,0,0,0
56,32,10.75,1,7.4,1,0,0,0,0,0,0
62,36,2.5,3,0.7,2,0,0,0,0,1,0
58,34,12.33,1,4.7,1,0,0,0,0,1,0
47,20,2.08,3,0.67,2,0,0,0,0,1,1
35,10,1.75,3,1.3,1,115,0,0,0,0,0
29,4,6.0,4,2.2,1,0,0,0,0,1,0
43,17,4.92,3,0.9,3,87,0,0,0,1,1
62,37,6.92,3,1.8,2,187,0,1,0,0,0
41,16,0.83,2,0.3,2,0,0,0,0,1,0
34,9,7.0,3,0.6,2,0,0,0,0,1,0
50,23,8.17,3,2.0,2,0,0,0,0,0,0
47,23,2.67,1,1.0,1,0,0,1,1,1,1
29,5,2.58,4,0.4,2,161,0,0,0,1,1
59,34,7.83,3,0.5,1,0,0,0,0,0,1
56,31,1.75,2,0.2,3,137,0,0,1,1,1
61,35,9.17,3,4.4,1,0,0,1,0,1,0
58,32,3.17,1,2.2,3,0,0,0,0,0,0
49,24,3.25,1,1.4,3,0,0,0,0,1,0
45,21,11.0,3,1.2,2,0,1,0,1,1,1
50,24,5.08,4,2.6,1,0,0,0,0,1,0
64,38,7.67,1,2.0,1,0,0,0,0,1,0
39,15,9.92,2,6.1,1,0,0,0,0,0,0
58,33,4.42,4,2.1,1,0,0,0,0,1,0
62,37,1.5,3,1.3,2,0,0,0,0,1,0
45,20,9.5,2,4.4,2,0,1,0,0,0,0
58,28,7.5,1,3.0,3,0,0,0,0,0,1
43,18,11.67,1,7.0,1,205,0,0,0,1,0
28,3,7.5,2,3.3,1,0,0,0,0,1,1
26,1,7.08,1,1.9,1,0,0,0,0,1,0
49,24,6.67,1,1.2,1,0,0,0,0,1,0
66,42,4.42,2,1.1,1,0,0,0,0,1,1
33,7,4.08,4,2.2,2,0,0,0,0,1,0
61,35,12.67,3,3.3,3,0,1,0,0,1,0
64,37,11.5,2,2.8,2,0,1,0,0,1,0
36,10,6.67,4,2.2,2,0,0,0,0,1,0
49,23,6.83,2,2.4,2,0,0,0,0,0,0
52,27,16.25,1,8.1,1,0,0,0,0,0,0
61,37,1.83,1,1.2,3,0,0,0,0,1,0
32,6,6.75,1,2.5,1,0,0,0,0,1,0
61,37,3.33,4,2.2,1,0,0,1,1,1,1
45,20,12.83,2,2.8,1,0,0,1,0,1,0
30,4,4.08,3,1.1,2,0,0,0,0,0,1
62,37,7.08,4,3.4,2,0,0,0,0,1,0
57,32,1.75,3,0.1,2,0,0,1,1,1,0
41,17,1.17,1,1.0,1,0,0,0,0,0,0
58,34,5.0,4,1.6,2,0,0,0,0,0,1
29,5,11.5,2,4.33,1,0,0,0,0,1,0
53,28,8.17,1,1.3,3,355,0,0,0,1,0
64,39,1.83,4,0.6,2,0,0,0,0,0,0
49,23,4.08,1,1.2,2,0,0,0,0,1,1
38,14,8.5,2,1.9,1,0,0,0,1,1,1
56,30,3.75,4,0.7,2,0,0,0,0,0,1
56,31,6.83,4,1.3,3,0,0,0,0,1,0
52,28,6.75,3,1.8,2,0,0,1,0,0,0
64,39,2.92,1,1.5,2,0,0,1,0,0,0
53,28,4.92,2,1.9,2,0,0,0,0,1,0
29,3,4.33,3,1.1,2,0,0,0,0,1,0
48,24,7.0,3,0.7,1,166,0,0,0,1,0
32,6,7.08,1,2.7,2,100,0,0,0,1,0
54,28,5.42,1,0.2,1,0,0,0,0,0,1
37,13,7.42,2,1.7,2,314,0,0,0,0,1
47,21,9.08,4,1.8,1,0,1,0,0,0,0
37,12,6.75,1,2.8,1,0,0,0,0,0,0
64,39,3.17,1,1.1,3,108,0,0,0,0,0
43,19,6.0,2,1.7,1,0,0,0,0,1,0
33,6,6.5,4,2.0,2,119,0,1,0,1,0
26,2,14.33,2,6.9,2,0,1,0,0,1,0
42,18,5.92,3,2.33,1,106,0,1,0,1,0
54,28,13.75,1,4.1,3,0,1,0,1,1,1
41,16,10.0,2,3.9,1,0,0,0,0,1,1
55,29,3.25,1,0.2,1,0,0,0,0,0,1
65,39,1.92,3,0.7,2,0,0,0,0,0,1
50,26,11.25,2,4.6,3,91,1,0,0,1,0
55,31,1.0,2,0.2,1,76,0,0,0,1,1
62,36,7.67,2,0.7,2,0,0,0,0,1,0
53,28,16.0,2,6.4,3,0,1,0,0,0,0
32,7,3.5,4,0.8,1,0,0,0,0,1,1
56,32,13.17,3,3.7,3,0,1,0,0,1,0
54,30,16.17,3,6.0,3,587,1,1,1,1,1
44,20,13.33,2,7.6,1,0,0,1,0,0,0
48,22,8.17,2,6.3,1,0,0,0,0,0,0
46,22,13.67,2,7.6,1,0,0,0,1,1,1
45,21,3.5,2,2.5,1,0,0,1,0,1,0
45,15,16.83,3,10.0,3,0,1,0,0,0,0
58,34,0.83,4,0.7,1,0,0,0,0,0,0
29,3,2.58,4,0.3,2,0,0,0,0,1,0
55,30,4.83,4,0.9,1,0,0,0,0,1,1
55,29,5.42,4,2.8,2,0,0,0,0,1,0
41,16,8.17,1,4.0,3,0,0,0,0,0,1
24,2,12.5,2,2.0,1,0,0,0,0,1,0
54,29,3.67,2,2.3,3,0,0,0,0,1,0
57,32,1.25,2,0.2,3,0,0,0,0,0,1
30,6,6.83,2,2.5,1,0,0,0,0,0,0
42,17,5.08,3,0.5,3,0,0,0,0,1,0
29,2,3.17,1,2.0,2,0,0,0,0,0,0
29,3,3.25,4,2.1,3,0,0,0,0,1,0
31,7,14.42,1,6.0,1,0,0,0,0,1,0
47,23,0.67,4,0.2,1,0,0,0,0,1,0
36,12,4.25,3,2.0,1,214,0,0,0,1,0
52,27,5.17,4,1.8,3,82,0,0,0,0,0
54,28,2.83,4,0.7,2,0,0,0,0,1,0
55,29,11.0,3,5.9,2,307,1,0,0,0,0
53,27,3.67,4,1.5,3,0,0,0,0,0,0
52,27,13.5,1,8.1,1,0,0,0,0,1,0
64,39,5.33,3,2.2,1,0,0,0,0,1,0
54,29,9.25,1,0.1,3,0,0,0,0,0,1
32,6,3.42,2,2.0,3,0,0,0,0,0,0
63,33,4.33,4,1.67,3,0,0,0,0,0,0
36,10,5.42,4,2.2,2,0,0,0,0,0,0
50,25,10.83,1,1.1,2,0,1,0,0,1,0
33,8,3.75,2,0.1,1,0,0,0,0,0,1
62,38,2.92,1,1.9,2,118,0,0,0,0,0
49,23,5.42,3,0.7,2,263,0,0,0,1,1
41,15,3.17,2,0.7,1,91,0,0,0,1,0
51,27,3.5,4,1.1,2,0,0,0,0,1,1
56,30,3.75,4,1.5,3,0,0,0,0,0,0
51,25,12.08,1,0.3,1,0,0,0,0,1,0
39,13,2.75,4,1.5,3,0,0,0,0,0,0
61,35,5.0,3,1.4,3,0,0,0,0,0,0
35,9,3.75,1,2.0,1,0,0,0,0,1,1
39,15,6.0,4,2.4,1,0,0,1,0,1,0
37,11,2.83,3,0.2,2,0,0,0,0,0,0
48,21,1.92,3,0.67,2,0,0,0,0,1,0
63,37,3.75,2,1.0,3,88,0,0,0,1,1
35,9,2.33,4,1.0,1,75,0,0,0,1,0
55,30,6.75,4,3.8,2,0,0,0,0,1,0
29,5,6.0,3,0.7,2,81,0,0,0,0,0
61,31,4.08,4,1.67,3,0,0,0,0,1,0
36,10,2.58,4,1.2,2,0,0,0,0,0,0
61,35,5.25,3,2.2,3,0,0,0,0,0,0
36,12,12.5,4,5.4,1,0,1,1,1,1,0
58,33,11.83,2,3.9,1,193,0,0,0,1,1
42,17,6.17,3,3.0,1,0,0,0,0,0,1
30,4,2.0,1,0.4,2,81,0,0,0,1,0
45,20,2.42,4,1.9,3,0,0,0,0,0,0
39,15,6.58,4,2.4,1,0,0,0,0,0,0
27,3,7.83,2,0.2,1,310,0,0,0,0,1
57,33,10.08,1,4.3,1,0,0,1,0,0,0
34,10,4.5,3,2.0,1,0,0,0,0,0,0
64,39,6.08,3,2.4,1,0,0,0,0,1,0
47,23,5.92,1,0.8,3,127,0,0,0,1,0
44,17,2.42,3,1.0,2,0,0,0,0,1,1
51,27,7.75,1,2.7,1,0,0,0,0,1,0
40,14,6.08,1,1.5,3,252,0,0,0,1,0
57,32,1.58,4,0.9,2,0,0,0,0,1,0
33,8,4.83,2,0.1,1,0,0,1,1,1,1
46,20,3.25,1,0.2,1,0,0,0,0,0,0
41,16,1.92,2,1.4,2,0,0,1,0,1,0
33,7,2.42,1,0.6,3,127,0,0,0,0,1
27,2,12.92,1,0.8,1,0,0,0,0,0,0
52,28,7.5,1,2.6,2,0,0,1,0,1,0
59,33,9.42,2,2.0,1,77,0,0,0,1,0
62,38,3.5,1,1.8,3,0,0,0,0,0,0
49,25,2.5,4,0.2,1,0,0,0,1,1,1
45,19,1.58,3,0.5,2,0,0,0,0,1,0
63,37,10.33,3,5.0,2,170,1,0,0,0,0
57,31,2.5,2,0.7,2,145,0,0,0,0,0
60,30,2.33,1,1.5,3,124,0,1,0,1,0
50,23,1.25,2,1.0,2,101,0,0,0,0,0
54,30,5.83,1,1.6,3,265,0,0,0,0,0
28,2,0.83,1,0.1,2,0,0,0,0,1,0
60,34,1.83,3,0.3,3,139,0,0,0,1,1
44,20,5.83,4,1.9,1,0,0,0,0,1,0
61,35,5.08,1,1.6,1,0,0,0,0,0,0
40,15,13.42,2,3.3,1,0,0,1,0,0,1
54,30,2.42,2,0.8,1,0,0,0,0,0,1
43,19,2.92,3,0.5,1,0,0,0,0,1,0
54,28,4.0,4,2.8,2,0,0,0,0,1,0
32,7,3.67,4,0.8,1,0,0,0,0,1,0
24,0,7.33,3,0.8,1,134,0,0,0,0,0
30,4,3.33,4,2.1,3,0,0,0,0,1,1
61,36,1.75,4,0.4,2,123,0,0,0,0,0
40,14,4.83,2,2.8,1,0,0,0,0,1,0
35,11,4.92,4,0.1,2,0,0,0,0,0,0
33,3,6.17,4,4.0,3,0,0,0,0,0,0
63,37,7.0,4,1.9,2,0,0,0,0,1,0
57,31,4.83,1,0.2,1,177,0,0,0,1,0
44,19,12.83,2,8.8,1,0,0,0,0,1,0
51,25,15.42,1,1.7,1,0,0,0,0,0,0
51,26,6.5,1,1.2,1,305,0,0,0,1,0
38,13,4.58,2,1.1,2,0,0,0,0,1,0
31,5,2.5,4,0.3,2,0,0,0,0,1,0
54,29,6.17,3,2.0,2,0,0,0,0,0,0
41,16,9.83,2,3.3,1,0,0,0,0,1,0
57,33,15.17,2,3.3,3,372,1,0,0,0,0
24,2,6.83,2,1.6,3,0,0,0,0,1,1
55,29,2.42,4,1.5,3,79,0,0,0,1,0
32,6,10.0,4,5.4,1,301,1,0,1,1,1
38,12,4.42,2,2.4,2,0,0,0,0,1,0
58,32,3.58,3,1.4,1,0,0,0,0,0,1
29,4,4.92,4,2.2,1,232,0,0,0,1,1
43,17,7.0,4,2.6,3,289,0,1,1,1,1
50,24,13.42,3,3.4,1,212,1,0,0,1,0
62,37,1.75,4,0.4,2,137,0,0,0,1,1
57,32,5.25,4,0.7,1,0,0,0,0,1,0
30,3,14.33,3,3.4,2,0,1,0,0,0,1
30,4,4.25,4,0.2,1,172,0,0,0,0,1
57,33,2.0,4,0.7,1,0,0,0,0,1,0
57,33,7.92,2,1.6,1,0,0,0,0,0,0
43,18,4.92,1,2.4,1,250,0,0,0,1,0
28,2,4.25,4,1.8,2,0,0,1,0,0,0
46,22,2.33,1,1.0,1,84,0,0,0,1,1
29,3,12.83,2,2.0,1,130,0,0,0,0,0
64,40,1.25,2,0.3,3,115,0,0,0,1,1
66,36,4.58,4,1.67,3,0,0,0,0,0,1
23,1,12.42,1,6.33,1,305,0,0,0,0,1
60,36,6.58,1,1.8,3,0,0,0,0,0,1
47,21,5.67,4,2.6,3,0,0,0,0,0,0
35,10,6.5,1,2.6,2,0,0,0,0,1,0
57,32,2.83,2,2.0,2,0,0,1,0,0,0
65,41,16.25,3,0.4,1,0,1,1,1,0,1
53,28,15.33,1,8.1,1,303,0,0,0,1,0
44,20,7.08,2,3.2,1,0,0,0,0,1,0
45,20,16.67,2,8.8,1,0,0,0,0,1,1
41,16,5.33,3,0.5,3,0,0,0,0,0,0
51,27,7.33,1,2.6,2,0,0,1,0,0,1
27,1,3.5,3,2.4,2,0,0,0,0,0,0
31,5,7.58,3,1.6,1,126,0,0,0,1,1
32,6,3.17,1,0.3,1,0,0,1,1,1,0
55,30,2.33,1,1.5,2,0,0,0,0,0,0
55,30,2.67,4,0.1,3,0,0,1,0,0,0
42,18,2.58,1,0.3,3,0,0,0,0,0,1
33,9,1.83,4,0.4,2,103,0,0,0,1,0
65,40,7.92,3,3.7,2,138,1,0,0,0,1
35,10,6.17,4,1.3,1,0,0,0,0,1,0
55,30,1.83,1,1.5,2,91,0,0,0,0,1
28,4,3.58,3,0.1,2,0,0,0,0,1,0
27,3,3.58,1,1.0,3,0,0,0,0,1,0
51,27,9.33,3,1.8,2,0,0,1,1,1,1
50,23,0.75,2,1.0,2,0,0,0,0,1,0
58,33,6.75,2,0.0,3,0,0,0,0,1,0
46,20,10.92,1,5.7,1,256,0,0,0,0,1
62,32,1.58,1,1.5,3,0,0,1,0,0,0
38,13,5.17,3,0.7,2,0,0,1,0,1,0
62,37,1.58,4,0.4,2,124,0,1,0,0,0
56,32,0.67,2,0.3,1,0,0,0,0,1,1
61,36,16.08,1,4.7,3,203,1,0,0,1,0
38,13,10.75,4,4.4,1,140,1,0,0,0,0
55,29,2.5,4,0.7,2,0,0,0,0,0,1
30,4,6.67,4,1.8,2,0,0,0,0,0,0
41,15,1.83,4,1.5,3,0,0,0,0,0,1
57,32,2.75,1,1.5,2,0,0,0,0,1,0
36,11,5.33,4,2.1,3,0,0,0,0,0,0
55,29,5.0,3,2.2,3,84,0,0,0,1,0
30,4,6.75,1,2.9,3,259,0,0,0,1,1
40,16,3.75,3,0.6,2,204,0,0,0,1,0
32,6,9.33,4,1.8,2,0,0,0,0,1,0
59,34,6.92,2,3.4,3,0,1,0,0,1,0
44,20,15.0,2,7.6,1,524,0,0,0,0,1
51,26,2.33,4,0.2,2,0,0,1,0,1,0
37,12,14.08,2,5.2,3,249,1,0,0,1,0
59,35,1.17,4,0.7,1,0,0,0,0,1,0
37,11,3.58,1,2.0,1,0,0,0,0,1,0
56,32,7.33,2,0.3,1,0,0,0,0,1,0
55,29,6.5,4,2.6,3,0,0,0,0,0,1
49,24,5.67,1,0.2,2,163,0,0,0,0,0
46,22,12.0,2,3.3,1,0,0,0,0,1,1
35,9,2.5,4,1.0,1,163,0,0,0,1,0
47,21,10.0,1,0.0,1,135,0,0,0,0,0
39,14,2.0,2,0.3,2,0,0,0,0,0,0
27,1,6.5,4,2.3,3,157,0,1,0,1,0
62,36,11.25,2,5.2,2,0,1,0,0,1,0
57,32,3.67,2,1.6,3,0,0,0,0,0,0
55,30,6.08,4,3.8,2,0,0,0,0,1,0
55,31,7.5,1,2.7,2,0,0,0,0,1,1
41,15,4.83,3,0.5,3,0,0,0,0,1,0
57,32,6.25,2,3.7,1,236,0,0,0,1,0
43,19,14.5,3,1.7,3,231,1,0,1,1,1
40,16,4.17,2,1.7,1,174,0,0,0,0,0
43,18,7.08,1,4.0,3,287,0,0,0,1,0
63,38,4.5,3,2.2,1,0,0,0,0,1,0
63,38,6.92,2,3.4,1,0,1,0,0,0,0
54,30,2.0,4,0.2,1,0,0,1,0,0,0
54,30,3.75,4,1.1,2,205,0,0,0,1,0
52,26,5.67,1,0.8,3,0,0,0,0,1,1
50,26,4.0,4,0.1,3,0,0,0,0,0,1
38,13,9.5,1,1.0,3,0,0,0,0,1,1
36,12,11.83,3,2.3,2,0,1,0,1,1,1
58,33,4.33,3,0.5,2,0,0,0,0,0,1
46,22,11.83,2,3.3,1,0,0,0,0,0,0
50,25,1.25,1,0.4,3,0,0,0,0,0,0
46,22,9.83,1,4.7,1,159,0,0,0,0,1
53,27,8.42,4,4.9,1,0,0,0,0,1,0
62,36,7.0,2,2.8,1,0,0,0,0,1,0
63,39,2.67,1,1.9,2,100,0,0,0,0,0
42,16,5.33,3,0.5,3,247,0,0,0,0,0
34,10,6.75,4,3.4,1,0,0,0,0,1,0
40,14,2.33,4,1.5,3,0,0,0,0,0,1
34,9,7.75,1,0.0,1,0,0,0,0,1,0
41,15,15.42,1,3.6,2,0,1,0,0,0,0
